编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
1-A,2010年10月1日18时59分57秒，我国“嫦娥二号”卫星在西昌点火升空，准确入轨。该卫星	到达了河外星系,None,0,9,20,,2010年10月1日18时59分57秒 ， 我国 “ 嫦娥 二号 ” 卫星 在 西昌 点火 升空 ， 准确 入轨 。 该 卫星 到达 了 河外星系,2010年 10月 1日 18时 59分 57 秒 ， 我国 “ 嫦娥 二号 ” 卫星 在 西昌 点火 升空 ， 准确 入轨 。 该 卫星 到达 了 河 外 星系,time PU NN PU NN NN PU NN P loc VV VV PU AD VV PU DT NN VV AS term,,时间限定_0（2010年10月1日18时59分57秒）实体信息陈述_1（该卫星，到达了，河外星系）,时间限定_0（2010年10月1日18时59分57秒）实体信息陈述_1（该卫星，到达了，河外星系）,,,时间限定 实体信息陈述,时间限定 实体信息陈述,0,,2010年10月1日18时59分57秒 ， 我国 “ 嫦娥 二号 ” 卫星 在 西昌 点火 升空 ， 准确 入轨 。 该 卫星 到达 了 河 外星 系,2010年 10月 1日 18时 59分 57 秒 ， 我国 “ 嫦娥 二号 ” 卫星 在 西昌 点火 升空 ， 准确 入轨 。 该 卫星 到达 了 河 外星 系,time PU NR PU VV NN PU NN P loc NN VV PU AD VV PU DT NN VV AS term,( (IP (IP (NP (NT 2010年10月1日18时59分57秒)) (PU ，) (NP (NP (NP (NN 我国)) (NP (PU “) (NN 嫦娥) (NN 二号) (PU ”))) (NP (NN 卫星))) (VP (PP (P 在) (NP (NR 西昌))) (VP (VSB (VV 点火) (VV 升空))))) (PU ，) (IP (VP (ADVP (AD 准确)) (VP (VV 入轨)))) (PU 。) (IP (NP (DP (DT 该)) (NP (NN 卫星))) (VP (VV 到达) (AS 了) (NP (NN 河外星系))))) )
24-B,下列工业部门中，属于动力导向型的是	有色金属冶炼工业,None,,,,,下列 工业 部门 中 ， 属于 动力 导向型 的 是 有色 金属 冶炼 工业,下列 工业 部门 中 ， 属于 动力 导向型 的 是 有色 金属 冶炼 工业,JJ NN NN LC PU VV NN NN DEG VC JJ NN NN NN,,实体信息陈述_0（有色金属冶炼工业，属于，动力导向型）,实体信息陈述_0（有色金属冶炼工业，属于，动力导向型）,,,实体信息陈述,实体信息陈述,,,下列 工业 部门 中 ， 属于 动力 导向型 的 是 有色 金属 冶炼 工业,下列 工业 部门 中 ， 属于 动力 导向型 的 是 有色 金属 冶炼 工业,JJ NN NN LC PU VV NN NN DEG VC JJ NN NN NN,( (IP (LCP (NP (ADJP (JJ 下列)) (NP (NN 工业) (NN 部门))) (LC 中)) (PU ，) (NP (CP (IP (VP (VV 属于) (NP (NN 动力) (NN 导向型)))) (DEG 的))) (VP (VC 是) (NP (ADJP (JJ 有色)) (NP (NN 金属) (NN 冶炼) (NN 工业))))) )
24-C,下列工业部门中，属于动力导向型的是	普通服装加工工业,None,,,,,下列 工业 部门 中 ， 属于 动力 导向型 的 是 普通 服装 加工 工业,下列 工业 部门 中 ， 属于 动力 导向型 的 是 普通 服装 加工 工业,JJ NN NN LC PU VV NN NN DEG VC JJ NN NN NN,,实体信息陈述_0（普通服装加工工业，属于，动力导向型）,实体信息陈述_0（普通服装加工工业，属于，动力导向型）,,,实体信息陈述,实体信息陈述,,,下列 工业 部门 中 ， 属于 动力 导向型 的 是 普通 服装 加工 工业,下列 工业 部门 中 ， 属于 动力 导向型 的 是 普通 服装 加工 工业,JJ NN NN LC PU VV NN NN DEG VC JJ NN NN NN,( (IP (LCP (NP (ADJP (JJ 下列)) (NP (NN 工业) (NN 部门))) (LC 中)) (PU ，) (NP (CP (IP (VP (VV 属于) (NP (NN 动力) (NN 导向型)))) (DEG 的))) (VP (VC 是) (NP (ADJP (JJ 普通)) (NP (NN 服装) (NN 加工) (NN 工业))))) )
24-D,下列工业部门中，属于动力导向型的是	精密仪表制造工业,None,,,,,下列 工业 部门 中 ， 属于 动力 导向型 的 是 精密 仪表 制造 工业,下列 工业 部门 中 ， 属于 动力 导向型 的 是 精密 仪表 制造 工业,JJ NN NN LC PU VV NN NN DEG VC JJ NN NN NN,,实体信息陈述_0（精密仪表制造工业，属于，动力导向型）,实体信息陈述_0（精密仪表制造工业，属于，动力导向型）,,,实体信息陈述,实体信息陈述,,,下列 工业 部门 中 ， 属于 动力 导向型 的 是 精密 仪表 制造 工业,下列 工业 部门 中 ， 属于 动力 导向型 的 是 精密 仪表 制造 工业,JJ NN NN LC PU VV NN NN DEG VC JJ NN NN NN,( (IP (LCP (NP (ADJP (JJ 下列)) (NP (NN 工业) (NN 部门))) (LC 中)) (PU ，) (NP (CP (IP (VP (VV 属于) (NP (NN 动力) (NN 导向型)))) (DEG 的))) (VP (VC 是) (NP (NP (ADJP (JJ 精密)) (NP (NN 仪表))) (NP (NN 制造) (NN 工业))))) )
25-A,1985年以来，我国的钢铁工业持续向沿海地区集聚。2006年河北、天津、辽宁、山东、江苏、上海6个省市总的钢产量占全国产量的56.8%。引起这种变化的主要因素是	环境质量,None,0 12,13 15 17 19 21 23,,24 33,1985年以来 ， 我国 的 钢铁 工业 持续 向 沿海 地区 集聚 。 2006年 河北 、 天津 、 辽宁 、 山东 、 江苏 、 上海 6个 省市 总 的 钢产量 占 全国 产量 的 56.8% 。 引起 这 种 变化 的 主要 因素 是 环境 质量,1985年 以来 ， 我国 的 钢铁 工业 持续 向 沿海 地区 集聚 。 2006年 河北 、 天津 、 辽宁 、 山东 、 江苏 、 上海 6 个 省市 总 的 钢产量 占 全国 产量 的 56.8% 。 引起 这 种 变化 的 主要 因素 是 环境 质量,time PU NN DEG NN NN VV P NN NN VV PU time loc PU loc PU loc PU loc PU loc PU loc num NN JJ DEG NN VV NN NN DEG num PU VV DT M NN DEG JJ NN VC NN NN,,因果_0（环境质量，这种变化）,因果_0（环境质量，这种变化）,0_40-41-42,0_40-41-42,因果,因果,0 12,13 15 17 19 21 23,1985年 以来 ， 我国 的 钢铁 工业 持续 向 沿 海地 区 集聚 。 2006年 河北 、 天津 、 辽宁 、 山东 、 江苏 、 上海 6 个 省市 总 的 钢产量 占 全国 产量 的 56.8% 。 引起 这 种 变化 的 主要 因素 是 环境 质量,1985年 以来 ， 我国 的 钢铁 工业 持续 向 沿海 地区 集聚 。 2006年 河北 、 天津 、 辽宁 、 山东 、 江苏 、 上海 6 个 省市 总 的 钢产量 占 全国 产量 的 56.8% 。 引起 这 种 变化 的 主要 因素 是 环境 质量,time PU NR DEG NN NN VV P NN NN VV PU time loc PU loc PU loc PU loc PU loc PU loc num NN JJ DEG NN VV NN NN DEG num PU VV DT M NN DEG JJ NN VC NN NN,( (FRAG (NT 1985年以来) (PU ，) (IP (NP (DNP (NP (NN 我国)) (DEG 的)) (NP (NN 钢铁) (NN 工业))) (VP (VV 持续) (VP (PP (P 向) (NP (NN 沿海) (NN 地区))) (VP (VV 集聚))))) (PRN (PU 。) (NP (NP (NT 2006年)) (NP (NR 河北) (PU 、) (NR 天津))) (PU 、)) (IP (NP (NP (NP (NR 辽宁) (PU 、) (NR 山东) (PU 、) (NR 江苏) (PU 、) (NR 上海)) (QP (CD 6个)) (NP (NN 省市))) (DNP (ADJP (JJ 总)) (DEG 的)) (NP (NN 钢产量))) (VP (VV 占) (QP (DNP (NP (NN 全国) (NN 产量)) (DEG 的)) (QP (CD 56.8%))))) (PRN (PU 。)) (VP (VV 引起) (IP (NP (DNP (NP (DP (DT 这) (CLP (M 种))) (NP (NN 变化))) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 因素))) (VP (VC 是) (NP (NN 环境) (NN 质量)))))) )
25-B,1985年以来，我国的钢铁工业持续向沿海地区集聚。2006年河北、天津、辽宁、山东、江苏、上海6个省市总的钢产量占全国产量的56.8%。引起这种变化的主要因素是	市场、交通,None,0 12,13 15 17 19 21 23,,24 33,1985年以来 ， 我国 的 钢铁 工业 持续 向 沿海 地区 集聚 。 2006年 河北 、 天津 、 辽宁 、 山东 、 江苏 、 上海 6个 省市 总 的 钢产量 占 全国 产量 的 56.8% 。 引起 这 种 变化 的 主要 因素 是 市场 、 交通,1985年 以来 ， 我国 的 钢铁 工业 持续 向 沿海 地区 集聚 。 2006年 河北 、 天津 、 辽宁 、 山东 、 江苏 、 上海 6 个 省市 总 的 钢产量 占 全国 产量 的 56.8% 。 引起 这 种 变化 的 主要 因素 是 市场 、 交通,time PU NN DEG NN NN VV P NN NN VV PU time loc PU loc PU loc PU loc PU loc PU loc num NN JJ DEG NN VV NN NN DEG num PU VV DT M NN DEG JJ NN VC NN PU NN,,因果_0（市场、交通，这种变化）,因果_0（市场、交通，这种变化）,0_40-41-42,0_40-41-42,因果,因果,0 12,13 15 17 19 21 23,1985年 以来 ， 我国 的 钢铁 工业 持续 向 沿 海地 区 集聚 。 2006年 河北 、 天津 、 辽宁 、 山东 、 江苏 、 上海 6 个 省市 总 的 钢产量 占 全国 产量 的 56.8% 。 引起 这 种 变化 的 主要 因素 是 市场 、 交通,1985年 以来 ， 我国 的 钢铁 工业 持续 向 沿海 地区 集聚 。 2006年 河北 、 天津 、 辽宁 、 山东 、 江苏 、 上海 6 个 省市 总 的 钢产量 占 全国 产量 的 56.8% 。 引起 这 种 变化 的 主要 因素 是 市场 、 交通,time PU NR DEG NN NN VV P NN NN VV PU time loc PU loc PU loc PU loc PU loc PU loc num NN JJ DEG NN VV NN NN DEG num PU VV DT M NN DEG JJ NN VC NN PU NN,( (FRAG (NT 1985年以来) (PU ，) (IP (NP (DNP (NP (NN 我国)) (DEG 的)) (NP (NN 钢铁) (NN 工业))) (VP (VV 持续) (VP (PP (P 向) (NP (NN 沿海) (NN 地区))) (VP (VV 集聚))))) (PRN (PU 。) (NP (NP (NT 2006年)) (NP (NR 河北) (PU 、) (NR 天津))) (PU 、)) (IP (NP (NP (NP (NR 辽宁) (PU 、) (NR 山东) (PU 、) (NR 江苏) (PU 、) (NR 上海)) (QP (CD 6个)) (NP (NN 省市))) (DNP (ADJP (JJ 总)) (DEG 的)) (NP (NN 钢产量))) (VP (VV 占) (QP (DNP (NP (NN 全国) (NN 产量)) (DEG 的)) (QP (CD 56.8%))))) (PRN (PU 。) (IP (IP (VP (VV 引起) (NP (DNP (NP (DP (DT 这) (CLP (M 种))) (NP (NN 变化))) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 因素))))) (VP (VC 是) (NP (NN 市场)))) (PU 、)) (NP (NN 交通))) )
25-C,1985年以来，我国的钢铁工业持续向沿海地区集聚。2006年河北、天津、辽宁、山东、江苏、上海6个省市总的钢产量占全国产量的56.8%。引起这种变化的主要因素是	劳动力,None,0 12,13 15 17 19 21 23,,24 33,1985年以来 ， 我国 的 钢铁 工业 持续 向 沿海 地区 集聚 。 2006年 河北 、 天津 、 辽宁 、 山东 、 江苏 、 上海 6个 省市 总 的 钢产量 占 全国 产量 的 56.8% 。 引起 这 种 变化 的 主要 因素 是 劳动力,1985年 以来 ， 我国 的 钢铁 工业 持续 向 沿海 地区 集聚 。 2006年 河北 、 天津 、 辽宁 、 山东 、 江苏 、 上海 6 个 省市 总 的 钢产量 占 全国 产量 的 56.8% 。 引起 这 种 变化 的 主要 因素 是 劳动力,time PU NN DEG NN NN VV P NN NN VV PU time loc PU loc PU loc PU loc PU loc PU loc num NN JJ DEG NN VV NN NN DEG num PU VV DT M NN DEG JJ NN VC NN,,因果_0（劳动力，这种变化）,因果_0（劳动力，这种变化）,0_40-41-42,0_40-41-42,因果,因果,0 12,13 15 17 19 21 23,1985年 以来 ， 我国 的 钢铁 工业 持续 向 沿 海地 区 集聚 。 2006年 河北 、 天津 、 辽宁 、 山东 、 江苏 、 上海 6 个 省市 总 的 钢产量 占 全国 产量 的 56.8% 。 引起 这 种 变化 的 主要 因素 是 劳动力,1985年 以来 ， 我国 的 钢铁 工业 持续 向 沿海 地区 集聚 。 2006年 河北 、 天津 、 辽宁 、 山东 、 江苏 、 上海 6 个 省市 总 的 钢产量 占 全国 产量 的 56.8% 。 引起 这 种 变化 的 主要 因素 是 劳动力,time PU NR DEG NN NN VV P NN NN VV PU time loc PU loc PU loc PU loc PU loc PU loc num NN JJ DEG NN VV NN NN DEG num PU VV DT M NN DEG JJ NN VC NN,( (FRAG (NT 1985年以来) (PU ，) (IP (NP (DNP (NP (NN 我国)) (DEG 的)) (NP (NN 钢铁) (NN 工业))) (VP (VV 持续) (VP (PP (P 向) (NP (NN 沿海) (NN 地区))) (VP (VV 集聚))))) (PRN (PU 。) (NP (NP (NT 2006年)) (NP (NR 河北) (PU 、) (NR 天津))) (PU 、)) (IP (NP (NP (NP (NR 辽宁) (PU 、) (NR 山东) (PU 、) (NR 江苏) (PU 、) (NR 上海)) (QP (CD 6个)) (NP (NN 省市))) (DNP (ADJP (JJ 总)) (DEG 的)) (NP (NN 钢产量))) (VP (VV 占) (QP (DNP (NP (NN 全国) (NN 产量)) (DEG 的)) (QP (CD 56.8%))))) (PRN (PU 。)) (VP (VV 引起) (IP (NP (DNP (NP (DP (DT 这) (CLP (M 种))) (NP (NN 变化))) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 因素))) (VP (VC 是) (NP (NN 劳动力)))))) )
25-D,1985年以来，我国的钢铁工业持续向沿海地区集聚。2006年河北、天津、辽宁、山东、江苏、上海6个省市总的钢产量占全国产量的56.8%。引起这种变化的主要因素是	自然资源,None,0 12,13 15 17 19 21 23,,24 33,1985年以来 ， 我国 的 钢铁 工业 持续 向 沿海 地区 集聚 。 2006年 河北 、 天津 、 辽宁 、 山东 、 江苏 、 上海 6个 省市 总 的 钢产量 占 全国 产量 的 56.8% 。 引起 这 种 变化 的 主要 因素 是 自然 资源,1985年 以来 ， 我国 的 钢铁 工业 持续 向 沿海 地区 集聚 。 2006年 河北 、 天津 、 辽宁 、 山东 、 江苏 、 上海 6 个 省市 总 的 钢产量 占 全国 产量 的 56.8% 。 引起 这 种 变化 的 主要 因素 是 自然 资源,time PU NN DEG NN NN VV P NN NN VV PU time loc PU loc PU loc PU loc PU loc PU loc num NN JJ DEG NN VV NN NN DEG num PU VV DT M NN DEG JJ NN VC NN NN,,因果_0（自然资源，这种变化）,因果_0（自然资源，这种变化）,0_40-41-42,0_40-41-42,因果,因果,0 12,13 15 17 19 21 23,1985年 以来 ， 我国 的 钢铁 工业 持续 向 沿 海地 区 集聚 。 2006年 河北 、 天津 、 辽宁 、 山东 、 江苏 、 上海 6 个 省市 总 的 钢产量 占 全国 产量 的 56.8% 。 引起 这 种 变化 的 主要 因素 是 自然 资源,1985年 以来 ， 我国 的 钢铁 工业 持续 向 沿海 地区 集聚 。 2006年 河北 、 天津 、 辽宁 、 山东 、 江苏 、 上海 6 个 省市 总 的 钢产量 占 全国 产量 的 56.8% 。 引起 这 种 变化 的 主要 因素 是 自然 资源,time PU NR DEG NN NN VV P NN NN VV PU time loc PU loc PU loc PU loc PU loc PU loc num NN JJ DEG NN VV NN NN DEG num PU VV DT M NN DEG JJ NN VC NN NN,( (FRAG (NT 1985年以来) (PU ，) (IP (NP (DNP (NP (NN 我国)) (DEG 的)) (NP (NN 钢铁) (NN 工业))) (VP (VV 持续) (VP (PP (P 向) (NP (NN 沿海) (NN 地区))) (VP (VV 集聚))))) (PRN (PU 。) (NP (NP (NT 2006年)) (NP (NR 河北) (PU 、) (NR 天津))) (PU 、)) (IP (NP (NP (NP (NR 辽宁) (PU 、) (NR 山东) (PU 、) (NR 江苏) (PU 、) (NR 上海)) (QP (CD 6个)) (NP (NN 省市))) (DNP (ADJP (JJ 总)) (DEG 的)) (NP (NN 钢产量))) (VP (VV 占) (QP (DNP (NP (NN 全国) (NN 产量)) (DEG 的)) (QP (CD 56.8%))))) (PRN (PU 。)) (VP (VV 引起) (IP (NP (DNP (NP (DP (DT 这) (CLP (M 种))) (NP (NN 变化))) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 因素))) (VP (VC 是) (NP (NN 自然) (NN 资源)))))) )
26-A,各企业集聚在第一代产业园区的主要原因是	共用基础设施,None,,,,,各 企业 集聚 在 第一代 产业 园区 的 主要 原因 是 共用 基础 设施,各 企业 集聚 在 第一代 产业 园区 的 主要 原因 是 共用 基础 设施,DT NN VV P OD NN NN DEG JJ NN VC VV NN NN,,因果_0（共用基础设施，各企业集聚在第一代产业园区）,因果_0（共用基础设施，分布_1（各企业，第一代产业园区，集聚））,0_8-9-10,0_8-9-10 1_2-3,因果,因果 分布,,,各 企业 集聚 在 第一代 产业 园区 的 主要 原因 是 共用 基础 设施,各 企业 集聚 在 第一代 产业 园区 的 主要 原因 是 共用 基础 设施,DT NN VV P OD NN NN DEG JJ NN VC VV NN NN,( (IP (NP (DP (DT 各)) (NP (NN 企业))) (VP (VV 集聚) (IP (NP (DNP (PP (P 在) (NP (NP (QP (OD 第一代)) (NP (NN 产业))) (NP (NN 园区)))) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (VP (VV 共用) (NP (NN 基础) (NN 设施)))))))) )
26-B,各企业集聚在第一代产业园区的主要原因是	加强相互竞争,None,,,,,各 企业 集聚 在 第一代 产业 园区 的 主要 原因 是 加强 相互 竞争,各 企业 集聚 在 第一代 产业 园区 的 主要 原因 是 加强 相互 竞争,DT NN VV P OD NN NN DEG JJ NN VC VV AD NN,,因果_0（加强相互竞争，各企业集聚在第一代产业园区）,因果_0（加强相互竞争，分布_1（各企业，第一代产业园区，集聚））,0_8-9-10,0_8-9-10 1_2-3,因果,因果 分布,,,各 企业 集聚 在 第一代 产业 园区 的 主要 原因 是 加强 相互 竞争,各 企业 集聚 在 第一代 产业 园区 的 主要 原因 是 加强 相互 竞争,DT NN VV P OD NN NN DEG JJ NN VC VV AD NN,( (IP (NP (DP (DT 各)) (NP (NN 企业))) (VP (VV 集聚) (IP (NP (DNP (PP (P 在) (NP (NP (QP (OD 第一代)) (NP (NN 产业))) (NP (NN 园区)))) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (VP (VV 加强) (NP (ADJP (AD 相互)) (NP (NN 竞争)))))))) )
26-C,各企业集聚在第一代产业园区的主要原因是	靠近原料产地,None,,,,,各 企业 集聚 在 第一代 产业 园区 的 主要 原因 是 靠近 原料 产地,各 企业 集聚 在 第一代 产业 园区 的 主要 原因 是 靠近 原料 产地,DT NN VV P OD NN NN DEG JJ NN VC VV NN NN,,因果_0（靠近原料产地，各企业集聚在第一代产业园区）,因果_0（靠近原料产地，分布_1（各企业，第一代产业园区，集聚））,0_8-9-10,0_8-9-10 1_2-3,因果,因果 分布,,,各 企业 集聚 在 第一代 产业 园区 的 主要 原因 是 靠近 原料 产地,各 企业 集聚 在 第一代 产业 园区 的 主要 原因 是 靠近 原料 产地,DT NN VV P OD NN NN DEG JJ NN VC VV NN NN,( (IP (NP (DP (DT 各)) (NP (NN 企业))) (VP (VV 集聚) (IP (NP (DNP (PP (P 在) (NP (NP (QP (OD 第一代)) (NP (NN 产业))) (NP (NN 园区)))) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (VP (VV 靠近) (NP (NN 原料) (NN 产地))))))) )
26-D,各企业集聚在第一代产业园区的主要原因是	获取邻厂信息,None,,,,,各 企业 集聚 在 第一代 产业 园区 的 主要 原因 是 获取 邻厂 信息,各 企业 集聚 在 第一代 产业 园区 的 主要 原因 是 获取 邻厂 信息,DT NN VV P OD NN NN DEG JJ NN VC VV NN NN,,因果_0（获取邻厂信息，各企业集聚在第一代产业园区）,因果_0（获取邻厂信息，分布_1（各企业，第一代产业园区，集聚））,0_8-9-10,0_8-9-10 1_2-3,因果,因果 分布,,,各 企业 集聚 在 第一代 产业 园区 的 主要 原因 是 获取 邻厂 信息,各 企业 集聚 在 第一代 产业 园区 的 主要 原因 是 获取 邻厂 信息,DT NN VV P OD NN NN DEG JJ NN VC VV NN NN,( (IP (NP (DP (DT 各)) (NP (NN 企业))) (VP (VV 集聚) (IP (NP (DNP (PP (P 在) (NP (NP (QP (OD 第一代)) (NP (NN 产业))) (NP (NN 园区)))) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (NP (IP (VP (VV 获取) (NP (NN 邻厂)))) (NP (NN 信息))))))) )
27-A,从第一代产业园区发展到第二代产业园区，当地逐渐失去的优势是	管理经验,None,,,,,从 第一代 产业 园区 发展 到 第二代 产业 园区 ， 当地 逐渐 失去 的 优势 是 管理 经验,从 第一代 产业 园区 发展 到 第二代 产业 园区 ， 当地 逐渐 失去 的 优势 是 管理 经验,P OD NN NN VV VV OD NN NN PU NN AD VV DEC NN VC NN NN,,实体信息陈述_0（当地，逐渐失去的优势，管理经验）,实体信息陈述_0（当地，逐渐失去的优势，管理经验）,,,实体信息陈述,实体信息陈述,,,从 第一代 产业 园区 发展 到 第二代 产业 园区 ， 当地 逐渐 失去 的 优势 是 管理 经验,从 第一代 产业 园区 发展 到 第二代 产业 园区 ， 当地 逐渐 失去 的 优势 是 管理 经验,P OD NN NN VV VV OD NN NN PU NN AD VV DEC NN VC NN NN,( (IP (IP (VP (PP (P 从) (NP (NP (QP (OD 第一代)) (NP (NN 产业))) (NP (NN 园区)))) (VP (VRD (VV 发展) (VV 到)) (NP (NP (QP (OD 第二代)) (NP (NN 产业))) (NP (NN 园区)))))) (PU ，) (NP (CP (IP (NP (NN 当地)) (VP (ADVP (AD 逐渐)) (VP (VV 失去)))) (DEC 的)) (NP (NN 优势))) (VP (VC 是) (NP (NN 管理) (NN 经验)))) )
27-B,从第一代产业园区发展到第二代产业园区，当地逐渐失去的优势是	资金,None,,,,,从 第一代 产业 园区 发展 到 第二代 产业 园区 ， 当地 逐渐 失去 的 优势 是 资金,从 第一代 产业 园区 发展 到 第二代 产业 园区 ， 当地 逐渐 失去 的 优势 是 资金,P OD NN NN VV VV OD NN NN PU NN AD VV DEC NN VC NN,,实体信息陈述_0（当地，逐渐失去的优势，资金）,实体信息陈述_0（当地，逐渐失去的优势，资金）,,,实体信息陈述,实体信息陈述,,,从 第一代 产业 园区 发展 到 第二代 产业 园区 ， 当地 逐渐 失去 的 优势 是 资金,从 第一代 产业 园区 发展 到 第二代 产业 园区 ， 当地 逐渐 失去 的 优势 是 资金,P OD NN NN VV VV OD NN NN PU NN AD VV DEC NN VC NN,( (IP (IP (VP (PP (P 从) (NP (NP (QP (OD 第一代)) (NP (NN 产业))) (NP (NN 园区)))) (VP (VRD (VV 发展) (VV 到)) (NP (NP (QP (OD 第二代)) (NP (NN 产业))) (NP (NN 园区)))))) (PU ，) (NP (CP (IP (NP (NN 当地)) (VP (ADVP (AD 逐渐)) (VP (VV 失去)))) (DEC 的)) (NP (NN 优势))) (VP (VC 是) (NP (NN 资金)))) )
27-C,从第一代产业园区发展到第二代产业园区，当地逐渐失去的优势是	科技,None,,,,,从 第一代 产业 园区 发展 到 第二代 产业 园区 ， 当地 逐渐 失去 的 优势 是 科技,从 第一代 产业 园区 发展 到 第二代 产业 园区 ， 当地 逐渐 失去 的 优势 是 科技,P OD NN NN VV VV OD NN NN PU NN AD VV DEC NN VC NN,,实体信息陈述_0（当地，逐渐失去的优势，科技）,实体信息陈述_0（当地，逐渐失去的优势，科技）,,,实体信息陈述,实体信息陈述,,,从 第一代 产业 园区 发展 到 第二代 产业 园区 ， 当地 逐渐 失去 的 优势 是 科技,从 第一代 产业 园区 发展 到 第二代 产业 园区 ， 当地 逐渐 失去 的 优势 是 科技,P OD NN NN VV VV OD NN NN PU NN AD VV DEC NN VC NN,( (IP (IP (VP (PP (P 从) (NP (NP (QP (OD 第一代)) (NP (NN 产业))) (NP (NN 园区)))) (VP (VRD (VV 发展) (VV 到)) (NP (NP (QP (OD 第二代)) (NP (NN 产业))) (NP (NN 园区)))))) (PU ，) (NP (CP (IP (NP (NN 当地)) (VP (ADVP (AD 逐渐)) (VP (VV 失去)))) (DEC 的)) (NP (NN 优势))) (VP (VC 是) (NP (NN 科技)))) )
27-D,从第一代产业园区发展到第二代产业园区，当地逐渐失去的优势是	廉价劳动力,None,,,,,从 第一代 产业 园区 发展 到 第二代 产业 园区 ， 当地 逐渐 失去 的 优势 是 廉价 劳动力,从 第一代 产业 园区 发展 到 第二代 产业 园区 ， 当地 逐渐 失去 的 优势 是 廉价 劳动力,P OD NN NN VV VV OD NN NN PU NN AD VV DEC NN VC VA NN,,实体信息陈述_0（当地，逐渐失去的优势，廉价劳动力）,实体信息陈述_0（当地，逐渐失去的优势，廉价劳动力）,,,实体信息陈述,实体信息陈述,,,从 第一代 产业 园区 发展 到 第二代 产业 园区 ， 当地 逐渐 失去 的 优势 是 廉价 劳动力,从 第一代 产业 园区 发展 到 第二代 产业 园区 ， 当地 逐渐 失去 的 优势 是 廉价 劳动力,P OD NN NN VV VV OD NN NN PU NN AD VV DEC NN VC VA NN,( (IP (IP (VP (PP (P 从) (NP (NP (QP (OD 第一代)) (NP (NN 产业))) (NP (NN 园区)))) (VP (VRD (VV 发展) (VV 到)) (NP (NP (QP (OD 第二代)) (NP (NN 产业))) (NP (NN 园区)))))) (PU ，) (NP (CP (IP (NP (NN 当地)) (VP (ADVP (AD 逐渐)) (VP (VV 失去)))) (DEC 的)) (NP (NN 优势))) (VP (VC 是) (NP (CP (VP (VA 廉价))) (NP (NN 劳动力))))) )
