试卷名,编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
2003-北京,1-A,该船员拍摄照片时，P地的地方时为	22时,None,10,6,8,,该 船员 拍摄 照片 时 ， P地 的 地方时 为 22时,该 船员 拍摄 照片 时 ， P地 的 地方时 为 22时,DT NN VV NN LC PU loc DEG term VC time,,时间限定_0（该船员拍摄照片时）实体信息陈述_1（P地，地方时，22时）,时间限定_0（该船员拍摄照片时）实体信息陈述_1（P地，地方时，22时）,0_4 1_7-9,0_4 1_7-9,时间限定 实体信息陈述,时间限定 实体信息陈述,10,,该 船员 拍摄 照片 时 ， P地 的 地方 时 为 22时,该 船员 拍摄 照片 时 ， P地 的 地方 时 为 22时,DT NN VV NN LC PU loc DEG term VC time,( (IP (LCP (IP (NP (DP (DT 该)) (NP (NN 船员))) (VP (VV 拍摄) (NP (NN 照片)))) (LC 时)) (PU ，) (NP (DNP (NP (NR P地)) (DEG 的)) (NP (NN 地方时))) (VP (VC 为) (NP (NT 22时)))) )
北京市西城区2014届高三第一学期期末试卷,11-②-1,为应对滑坡、泥石流灾害，当地应采取的主要防灾减灾措施包括	保护生态环境,ed-ori,,,2 4,,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 保护 生态 环境,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 保护 生态 环境,P VV term PU term NN PU NN VV VV DEC JJ NN NN NN VV VV NN NN,,措施_0（滑坡、泥石流灾害主要防灾减灾措施，保护生态环境）,措施_0（滑坡、泥石流灾害主要防灾减灾措施，保护生态环境）,0_1-14,0_1-14,措施,措施,,,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 保护 生态 环境,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 保护 生态 环境,P VV term PU term NN PU NN VV VV DEC JJ NN VV NN VV NN NN NN,( (IP (PP (P 为) (IP (VP (VV 应对) (NP (NP (NN 滑坡) (PU 、) (NN 泥石流)) (NP (NN 灾害)))))) (PU ，) (NP (CP (IP (NP (NN 当地)) (VP (VV 应) (VP (VV 采取)))) (DEC 的)) (NP (ADJP (JJ 主要)) (NP (NN 防灾))) (NP (NN 减灾) (NN 措施))) (VP (VV 包括) (IP (VP (VV 保护) (NP (NN 生态) (NN 环境)))))) )
北京市西城区2014届高三第一学期期末试卷,11-③,为应对滑坡、泥石流灾害，当地应采取的主要防灾减灾措施包括	加强监测和预警,None,,,2 4,,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 加强 监测 和 预警,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 加强 监测 和 预警,P VV term PU term NN PU NN VV VV DEC JJ NN NN NN VV VV NN CC NN,,措施_0（滑坡、泥石流灾害主要防灾减灾措施，加强监测和预警）,措施_0（滑坡、泥石流灾害主要防灾减灾措施，加强监测和预警）,0_1-14,0_1-14,措施,措施,,,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 加强 监测 和 预警,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 加强 监测 和 预警,P VV term PU term NN PU NN VV VV DEC JJ NN VV NN VV VV NN CC NN,( (IP (PP (P 为) (IP (VP (VV 应对) (NP (NP (NN 滑坡) (PU 、) (NN 泥石流)) (NP (NN 灾害)))))) (PU ，) (NP (CP (IP (NP (NN 当地)) (VP (VV 应) (VP (VV 采取)))) (DEC 的)) (NP (ADJP (JJ 主要)) (NP (NN 防灾))) (NP (NN 减灾) (NN 措施))) (VP (VV 包括) (IP (VP (VV 加强) (NP (NN 监测) (CC 和) (NN 预警)))))) )
北京市西城区2014届高三第一学期期末试卷,11-④,为应对滑坡、泥石流灾害，当地应采取的主要防灾减灾措施包括	修建大型水库，调节径流,y,,,2 4,,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 修建 大型 水库 ， 调节 径流,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 修建 大型 水库 ， 调节 径流,P VV term PU term NN PU NN VV VV DEC JJ NN NN NN VV VV JJ NN PU VV NN,,措施_0（滑坡、泥石流灾害主要防灾减灾措施，修建大型水库调节径流）,措施_0（滑坡、泥石流灾害主要防灾减灾措施，修建大型水库调节径流）,0_1-14,0_1-14,措施,措施,,,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 修建 大型 水库 ， 调节 径流,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 修建 大型 水库 ， 调节 径流,P VV term PU term NN PU NN VV VV DEC JJ NN VV NN VV VV JJ NN PU VV NN,( (IP (PP (P 为) (IP (VP (VV 应对) (NP (NP (NN 滑坡) (PU 、) (NN 泥石流)) (NP (NN 灾害)))))) (PU ，) (NP (CP (IP (NP (NN 当地)) (VP (VV 应) (VP (VV 采取)))) (DEC 的)) (NP (ADJP (JJ 主要)) (NP (NN 防灾))) (NP (NN 减灾) (NN 措施))) (VP (VV 包括) (IP (VP (VP (VV 修建) (NP (ADJP (JJ 大型)) (NP (NN 水库)))) (PU ，) (VP (VV 调节) (NP (NN 径流))))))) )
北京市西城区2014届高三第一学期期末试卷,11-④-0,为应对滑坡、泥石流灾害，当地应采取的主要防灾减灾措施包括	修建大型水库,ed-ori,,,2 4,,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 修建 大型 水库,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 修建 大型 水库,P VV term PU term NN PU NN VV VV DEC JJ NN NN NN VV VV JJ NN,,措施_0（滑坡、泥石流灾害主要防灾减灾措施，修建大型水库）,措施_0（滑坡、泥石流灾害主要防灾减灾措施，修建大型水库）,0_1-14,0_1-14,措施,措施,,,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 修建 大型 水库,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 修建 大型 水库,P VV term PU term NN PU NN VV VV DEC JJ NN VV NN VV VV JJ NN,( (IP (PP (P 为) (IP (VP (VV 应对) (NP (NP (NN 滑坡) (PU 、) (NN 泥石流)) (NP (NN 灾害)))))) (PU ，) (NP (CP (IP (NP (NN 当地)) (VP (VV 应) (VP (VV 采取)))) (DEC 的)) (NP (ADJP (JJ 主要)) (NP (NN 防灾))) (NP (NN 减灾) (NN 措施))) (VP (VV 包括) (VP (VV 修建) (NP (ADJP (JJ 大型)) (NP (NN 水库)))))) )
北京市西城区2014届高三第一学期期末试卷,11-④-1,为应对滑坡、泥石流灾害，当地应采取的主要防灾减灾措施包括	调节径流,ed-ori,,,2 4,,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 调节 径流,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 调节 径流,P VV term PU term NN PU NN VV VV DEC JJ NN NN NN VV VV NN,,措施_0（滑坡、泥石流灾害主要防灾减灾措施，调节径流）,措施_0（滑坡、泥石流灾害主要防灾减灾措施，调节径流）,0_1-14,0_1-14,措施,措施,,,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 调节 径流,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 调节 径流,P VV term PU term NN PU NN VV VV DEC JJ NN VV NN VV VV NN,( (IP (VP (PP (P 为) (IP (VP (VV 应对) (NP (NP (NP (NN 滑坡)) (PU 、) (NP (NN 泥石流) (NN 灾害)) (PU ，) (CP (IP (NP (NN 当地)) (VP (VV 应) (VP (VV 采取)))) (DEC 的)) (ADJP (JJ 主要)) (NP (NN 防灾))) (NP (NN 减灾) (NN 措施)))))) (VP (VV 包括) (IP (VP (VV 调节) (NP (NN 径流))))))) )
北京市西城区2014届高三第一学期期末试卷,11-⑤,为应对滑坡、泥石流灾害，当地应采取的主要防灾减灾措施包括	规划穿山隧道，改善交通,y,,,2 4,,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 规划 穿山 隧道 ， 改善 交通,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 规划 穿山 隧道 ， 改善 交通,P VV term PU term NN PU NN VV VV DEC JJ NN VV NN VV NN VV NN PU VV NN,,措施_0（滑坡、泥石流灾害主要防灾减灾措施，规划穿山隧道改善交通）,措施_0（滑坡、泥石流灾害主要防灾减灾措施，规划穿山隧道改善交通）,0_1-14,0_1-14,措施,措施,,,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 规划 穿山 隧道 ， 改善 交通,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 规划 穿山 隧道 ， 改善 交通,P VV term PU term NN PU NN VV VV DEC JJ NN VV NN VV NN VV NN PU VV NN,( (IP (PP (P 为) (IP (VP (VV 应对) (NP (NP (NN 滑坡) (PU 、) (NN 泥石流)) (NP (NN 灾害)))))) (PU ，) (NP (CP (IP (NP (NN 当地)) (VP (VV 应) (VP (VV 采取)))) (DEC 的)) (ADJP (JJ 主要)) (NP (NN 防灾))) (VP (VP (VV 减灾) (NP (NN 措施))) (VP (VP (VV 包括) (NP (NN 规划))) (VP (VV 穿山) (NP (NN 隧道))) (PU ，) (VP (VV 改善) (NP (NN 交通)))))) )
北京市西城区2014届高三第一学期期末试卷,11-⑤-0,为应对滑坡、泥石流灾害，当地应采取的主要防灾减灾措施包括	规划穿山隧道,ed-ori,,,2 4,,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 规划 穿山 隧道,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 规划 穿山 隧道,P VV term PU term NN PU NN VV VV DEC JJ NN VV NN VV VV NN NN,,措施_0（滑坡、泥石流灾害主要防灾减灾措施，规划穿山隧道）,措施_0（滑坡、泥石流灾害主要防灾减灾措施，规划穿山隧道）,0_1-14,0_1-14,措施,措施,,,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 规划 穿山 隧道,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 规划 穿山 隧道,P VV term PU term NN PU NN VV VV DEC JJ NN VV NN VV NN VV NN,( (IP (PP (P 为) (IP (VP (VV 应对) (NP (NP (NN 滑坡) (PU 、) (NN 泥石流)) (NP (NN 灾害)))))) (PU ，) (NP (CP (IP (NP (CP (IP (NP (NN 当地)) (VP (VV 应) (VP (VV 采取)))) (DEC 的)) (ADJP (JJ 主要)) (NP (NN 防灾))) (VP (VV 减灾)))) (NP (NN 措施))) (VP (VV 包括) (IP (VP (VV 规划) (NP (NN 穿山) (NN 隧道)))))) )
北京市西城区2014届高三第一学期期末试卷,11-⑤-1,为应对滑坡、泥石流灾害，当地应采取的主要防灾减灾措施包括	改善交通,ed-ori,,,2 4,,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 改善 交通,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 改善 交通,P VV term PU term NN PU NN VV VV DEC JJ NN NN NN VV VV NN,,措施_0（滑坡、泥石流灾害主要防灾减灾措施，改善交通）,措施_0（滑坡、泥石流灾害主要防灾减灾措施，改善交通）,0_1-14,0_1-14,措施,措施,,,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 改善 交通,为 应对 滑坡 、 泥石流 灾害 ， 当地 应 采取 的 主要 防灾 减灾 措施 包括 改善 交通,P VV term PU term NN PU NN VV VV DEC JJ NN VV NN VV VV NN,( (IP (PP (P 为) (IP (VP (VV 应对) (NP (NP (NN 滑坡) (PU 、) (NN 泥石流)) (NP (NN 灾害)))))) (PU ，) (NP (CP (IP (NP (NN 当地)) (VP (VV 应) (VP (VV 采取)))) (DEC 的)) (NP (ADJP (JJ 主要)) (NP (NN 防灾))) (NP (NN 减灾) (NN 措施))) (VP (VV 包括) (IP (VP (VV 改善) (NP (NN 交通)))))) )
北京市西城区2014届高三第一学期期末试卷,12-A,图中甲、乙分别代表的是	蒸发、下渗,None,,,,,图 中 甲 、 乙 分别 代表 的 是 蒸发 、 下渗,图 中 甲 、 乙 分别 代表 的 是 蒸发 、 下渗,NN LC NN PU NN AD VV DEC VC NN PU NN,,匹配_0（图中甲，蒸发）匹配_1（图中乙，下渗）,匹配_0（图中甲，蒸发）匹配_1（图中乙，下渗）,0_5-6 1_5-6,0_5-6 1_5-6,匹配,匹配,,,图 中甲 、 乙 分别 代表 的 是 蒸发 、 下渗,图 中甲 、 乙 分别 代表 的 是 蒸发 、 下渗,NN LC VA PU NN AD VV DEC VC NN PU VV,( (IP (NP (CP (IP (LCP (NP (NN 图)) (LC 中)) (NP (NN 甲) (PU 、) (NN 乙)) (VP (ADVP (AD 分别)) (VP (VV 代表)))) (DEC 的))) (VP (VC 是) (NP (NN 蒸发) (PU 、) (NN 下渗)))) )
北京市西城区2014届高三第一学期期末试卷,12-B,图中甲、乙分别代表的是	下渗、入海,None,,,,,图 中 甲 、 乙 分别 代表 的 是 下渗 、 入海,图 中 甲 、 乙 分别 代表 的 是 下渗 、 入海,NN LC NN PU NN AD VV DEC VC NN PU NN,,匹配_0（图中甲，下渗）匹配_1（图中乙，入海）,匹配_0（图中甲，下渗）匹配_1（图中乙，入海）,0_5-6 1_5-6,0_5-6 1_5-6,匹配,匹配,,,图 中甲 、 乙 分别 代表 的 是 下渗 、 入海,图 中甲 、 乙 分别 代表 的 是 下渗 、 入海,NN LC VA PU NN AD VV DEC VC NN PU VV,( (IP (NP (CP (IP (LCP (NP (NN 图)) (LC 中)) (NP (NN 甲) (PU 、) (NN 乙)) (VP (ADVP (AD 分别)) (VP (VV 代表)))) (DEC 的))) (VP (VC 是) (NP (NN 下渗) (PU 、) (NN 入海)))) )
北京市西城区2014届高三第一学期期末试卷,12-C,图中甲、乙分别代表的是	蒸腾、蒸发,None,,,,,图 中 甲 、 乙 分别 代表 的 是 蒸腾 、 蒸发,图 中 甲 、 乙 分别 代表 的 是 蒸腾 、 蒸发,NN LC NN PU NN AD VV DEC VC NN PU NN,,匹配_0（图中甲，蒸腾）匹配_1（图中乙，蒸发）,匹配_0（图中甲，蒸腾）匹配_1（图中乙，蒸发）,0_5-6 1_5-6,0_5-6 1_5-6,匹配,匹配,,,图 中甲 、 乙 分别 代表 的 是 蒸腾 、 蒸发,图 中甲 、 乙 分别 代表 的 是 蒸腾 、 蒸发,NN LC VA PU NN AD VV DEC VC NN PU VV,( (IP (NP (CP (IP (LCP (NP (NN 图)) (LC 中)) (NP (NN 甲) (PU 、) (NN 乙)) (VP (ADVP (AD 分别)) (VP (VV 代表)))) (DEC 的))) (VP (VC 是) (NP (NN 蒸腾) (PU 、) (NN 蒸发)))) )
北京市西城区2014届高三第一学期期末试卷,12-D,图中甲、乙分别代表的是	蒸发、入海,None,,,,,图 中 甲 、 乙 分别 代表 的 是 蒸发 、 入海,图 中 甲 、 乙 分别 代表 的 是 蒸发 、 入海,NN LC NN PU NN AD VV DEC VC NN PU NN,,匹配_0（图中甲，蒸发）匹配_1（图中乙，入海）,匹配_0（图中甲，蒸发）匹配_1（图中乙，入海）,0_5-6 1_5-6,0_5-6 1_5-6,匹配,匹配,,,图 中甲 、 乙 分别 代表 的 是 蒸发 、 入海,图 中甲 、 乙 分别 代表 的 是 蒸发 、 入海,NN LC VA PU NN AD VV DEC VC NN PU VV,( (IP (NP (CP (IP (LCP (NP (NN 图)) (LC 中)) (NP (NN 甲) (PU 、) (NN 乙)) (VP (ADVP (AD 分别)) (VP (VV 代表)))) (DEC 的))) (VP (VC 是) (NP (NN 蒸发) (PU 、) (NN 入海)))) )
北京市西城区2014届高三第一学期期末试卷,13-①,台湾岛水资源甲、乙两项损失占降水量的80%以上，其自然原因是	地处热带、亚热带，气温高,y,,0,19 21,11,台湾岛 水资源 甲 、 乙 两 项 损失 占 降水量 的 80% 以上 ， 其 自然 原因 是 地处 热带 、 亚热带 ， 气温 高,台湾岛 水资源 甲 、 乙 两 项 损失 占 降水量 的 80% 以上 ， 其 自然 原因 是 地处 热带 、 亚热带 ， 气温 高,loc NN NN PU NN CD M NN VV NN DEG num LC PU PN NN NN VC VV term PU term PU NN VA,,因果_0（台湾地处热带、亚热带气温高，台湾岛水资源甲、乙两项损失占降水量的80%以上）,因果_0（位于_1（台湾岛，热带、亚热带）实体信息陈述_2（台湾岛，气温，高），台湾岛水资源甲、乙两项损失占降水量的80%以上）,0_16,0_16 1_18,因果,因果 位于 实体信息陈述,,,台湾岛 水资源 甲 、 乙 两 项 损失 占 降水量 的 80% 以上 ， 其 自然 原因 是 地处 热带 、 亚热带 ， 气温 高,台湾岛 水资源 甲 、 乙 两 项 损失 占 降水量 的 80% 以上 ， 其 自然 原因 是 地处 热带 、 亚热带 ， 气温 高,loc NN NN NN PU VV CD M NN VV NN DEG num LC PU PN NN NN VC VV term PU term PU NN VA,( (IP (IP (NP (NP (NR 台湾岛) (NN 水资源)) (NP (NN 甲) (PU 、) (NN 乙)) (QP (CD 两) (CLP (M 项))) (NP (NN 损失))) (VP (VV 占) (LCP (QP (DNP (NP (NN 降水量)) (DEG 的)) (QP (CD 80%))) (LC 以上)))) (PU ，) (IP (NP (NP (PN 其)) (NP (NN 自然) (NN 原因))) (VP (VC 是) (VP (VV 地处) (NP (NN 热带) (PU 、) (NN 亚热带))))) (PU ，) (IP (NP (NN 气温)) (VP (VA 高)))) )
北京市西城区2014届高三第一学期期末试卷,13-①-0,台湾岛水资源甲、乙两项损失占降水量的80%以上，其自然原因是	地处热带、亚热带,ed-ori,,0,19 21,11,台湾岛 水资源 甲 、 乙 两 项 损失 占 降水量 的 80% 以上 ， 其 自然 原因 是 地处 热带 、 亚热带,台湾岛 水资源 甲 、 乙 两 项 损失 占 降水量 的 80% 以上 ， 其 自然 原因 是 地处 热带 、 亚热带,loc NN NN PU NN CD M NN VV NN DEG num LC PU PN NN NN VC VV term PU term,,因果_0（台湾地处热带、亚热带，台湾岛水资源甲、乙两项损失占降水量的80%以上）,因果_0（位于_1（台湾岛，热带、亚热带），台湾岛水资源甲、乙两项损失占降水量的80%以上）,0_16,0_16 1_18,因果,因果 位于,,,台湾岛 水资源 甲 、 乙 两 项 损失 占 降水量 的 80% 以上 ， 其 自然 原因 是 地处 热带 、 亚热带,台湾岛 水资源 甲 、 乙 两 项 损失 占 降水量 的 80% 以上 ， 其 自然 原因 是 地处 热带 、 亚热带,loc NN NN NN PU VV CD M NN VV NN DEG num LC PU PN NN NN VC VV term PU term,( (IP (IP (NP (NP (NR 台湾岛)) (NP (NN 水资源) (NN 甲) (PU 、) (NN 乙)) (QP (CD 两) (CLP (M 项))) (NP (NN 损失))) (VP (VV 占) (LCP (QP (DNP (NP (NN 降水量)) (DEG 的)) (QP (CD 80%))) (LC 以上)))) (PU ，) (IP (NP (NP (PN 其)) (NP (NN 自然) (NN 原因))) (VP (VC 是) (VP (VV 地处) (NP (NN 热带) (PU 、) (NN 亚热带)))))) )
北京市西城区2014届高三第一学期期末试卷,13-①-1,台湾岛水资源甲、乙两项损失占降水量的80%以上，其自然原因是	气温高,ed-ori,,0,,11,台湾岛 水资源 甲 、 乙 两 项 损失 占 降水量 的 80% 以上 ， 其 自然 原因 是 气温 高,台湾岛 水资源 甲 、 乙 两 项 损失 占 降水量 的 80% 以上 ， 其 自然 原因 是 气温 高,loc NN NN PU NN CD M NN VV NN DEG num LC PU PN NN NN VC NN VA,,因果_0（台湾岛气温高，台湾岛水资源甲、乙两项损失占降水量的80%以上）,因果_0（实体信息陈述_1（台湾岛，气温，高），台湾岛水资源甲、乙两项损失占降水量的80%以上）,0_16,0_16,因果,因果 实体信息陈述,,,台湾岛 水资源 甲 、 乙 两 项 损失 占 降水量 的 80% 以上 ， 其 自然 原因 是 气温 高,台湾岛 水资源 甲 、 乙 两 项 损失 占 降水量 的 80% 以上 ， 其 自然 原因 是 气温 高,loc NN NN NN PU VV CD M NN VV NN DEG num LC PU PN NN NN VC NN VA,( (IP (IP (NP (NP (NR 台湾岛)) (NP (NN 水资源) (NN 甲) (PU 、) (NN 乙)) (QP (CD 两) (CLP (M 项))) (NP (NN 损失))) (VP (VV 占) (LCP (QP (DNP (NP (NN 降水量)) (DEG 的)) (QP (CD 80%))) (LC 以上)))) (PU ，) (IP (NP (NP (PN 其)) (NP (NN 自然) (NN 原因))) (VP (VC 是) (IP (NP (NN 气温)) (VP (VA 高)))))) )
北京市西城区2014届高三第一学期期末试卷,13-②,台湾岛水资源甲、乙两项损失占降水量的80%以上，其自然原因是	地势起伏大，河流短小,y,,0,,11,台湾岛 水资源 甲 、 乙 两 项 损失 占 降水量 的 80% 以上 ， 其 自然 原因 是 地势 起伏 大 ， 河流 短小,台湾岛 水资源 甲 、 乙 两 项 损失 占 降水量 的 80% 以上 ， 其 自然 原因 是 地势 起伏 大 ， 河流 短小,loc NN NN PU NN CD M NN VV NN DEG num LC PU PN NN NN VC NN NN VA PU NN VA,,因果_0（台湾岛地势起伏大河流短小，台湾岛水资源甲、乙两项损失占降水量的80%以上）,因果_0（实体信息陈述_1（台湾岛，地势，起伏大）实体信息陈述_2（台湾岛，#，河流短小），台湾岛水资源甲、乙两项损失占降水量的80%以上）,0_16,0_16,因果,因果 实体信息陈述,,,台湾岛 水资源 甲 、 乙 两 项 损失 占 降水量 的 80% 以上 ， 其 自然 原因 是 地势 起伏 大 ， 河流 短小,台湾岛 水资源 甲 、 乙 两 项 损失 占 降水量 的 80% 以上 ， 其 自然 原因 是 地势 起伏 大 ， 河流 短小,loc NN NN NN PU VV CD M NN VV NN DEG num LC PU PN NN NN VC NN AD VA PU NN VA,( (IP (IP (NP (NP (NR 台湾岛)) (NP (NN 水资源) (NN 甲) (PU 、) (NN 乙)) (QP (CD 两) (CLP (M 项))) (NP (NN 损失))) (VP (VV 占) (LCP (QP (DNP (NP (NN 降水量)) (DEG 的)) (QP (CD 80%))) (LC 以上)))) (PU ，) (IP (NP (NP (PN 其)) (NP (NN 自然) (NN 原因))) (VP (VC 是) (IP (IP (NP (NN 地势) (NN 起伏)) (VP (VA 大))) (PU ，) (IP (NP (NN 河流)) (VP (VA 短小))))))) )
北京市西城区2014届高三第一学期期末试卷,13-②-0,台湾岛水资源甲、乙两项损失占降水量的80%以上，其自然原因是	地势起伏大,ed-ori,,0,,11,台湾岛 水资源 甲 、 乙 两 项 损失 占 降水量 的 80% 以上 ， 其 自然 原因 是 地势 起伏 大,台湾岛 水资源 甲 、 乙 两 项 损失 占 降水量 的 80% 以上 ， 其 自然 原因 是 地势 起伏 大,loc NN NN PU VV CD M NN VV NN DEG num LC PU PN NN NN VC NN VV VA,,因果_0（台湾岛地势起伏大，台湾岛水资源甲、乙两项损失占降水量的80%以上）,因果_0（实体信息陈述_1（台湾岛，地势，起伏大），台湾岛水资源甲、乙两项损失占降水量的80%以上）,0_16,0_16,因果,因果 实体信息陈述,,,台湾岛 水资源 甲 、 乙 两 项 损失 占 降水量 的 80% 以上 ， 其 自然 原因 是 地势 起伏 大,台湾岛 水资源 甲 、 乙 两 项 损失 占 降水量 的 80% 以上 ， 其 自然 原因 是 地势 起伏 大,loc NN NN NN PU VV CD M NN VV NN DEG num LC PU PN NN NN VC NN VV JJ,( (IP (NP (NR 台湾岛) (NN 水资源) (NN 甲)) (PU 、) (IP (NP (CP (IP (VP (VV 乙) (QP (CD 两) (CLP (M 项)))))) (NP (NN 损失))) (VP (VV 占) (LCP (QP (DNP (NP (NN 降水量)) (DEG 的)) (QP (CD 80%))) (LC 以上)))) (PU ，) (IP (NP (NP (PN 其)) (NP (NN 自然) (NN 原因))) (VP (VC 是) (VP (IP (NP (NN 地势)) (VP (VV 起伏))) (VP (VA 大)))))) )
